from,to,month,count
2585837,2585802,October,18
2585838,52488396,October,18
2585839,2585317,October,18
2585839,2585794,October,18
2585846,2585893,October,18
2585846,2585897,October,18
2585856,2585432,October,18
2585868,2585846,October,18
2585872,2585432,October,18
2585875,2585899,October,18
2585876,2585856,October,18
2585897,2585708,October,18
2585897,172295073,October,18
2585904,2585901,October,18
2585906,2585791,October,18
2585911,2586011,October,18
2585919,2585871,October,18
2585921,2585748,October,18
2585929,2585311,October,18
2585929,2585958,October,18
2585929,2585985,October,18
2585932,2585945,October,18
2585934,2585942,October,18
2585936,2585311,October,18
2585936,2585369,October,18
2585936,2585425,October,18
2585937,2585953,October,18
2585942,2586011,October,18
2585947,2586000,October,18
2585951,2585406,October,18
2585960,2585945,October,18
2585963,2585960,October,18
2585968,2585291,October,18
2585972,2585961,October,18
2585975,2585963,October,18
2585981,2585958,October,18
2585983,2585994,October,18
2585985,2586021,October,18
2585987,2585971,October,18
2586000,2586003,October,18
2586001,2585762,October,18
2586001,2586030,October,18
2586003,2585947,October,18
2586009,2586032,October,18
2586009,3110680,October,18
2586011,2585911,October,18
2586014,2586018,October,18
2586019,2585425,October,18
2586019,2585695,October,18
2586019,2586003,October,18
2586021,2585695,October,18
2586021,2585985,October,18
2586022,2586009,October,18
2586024,2585445,October,18
2586028,2585738,October,18
2586031,2585990,October,18
2586032,2585342,October,18
2586032,2586001,October,18
2586032,3110680,October,18
2586037,2586021,October,18
2586045,2585346,October,18
2586268,2585477,October,18
2681601,2585317,October,18
2681601,2585364,October,18
2681601,2585788,October,18
2681672,2585299,October,18
2681672,44581598,October,18
3110680,2586019,October,18
3318614,2585319,October,18
3318614,2585381,October,18
4393742,2585335,October,18
4393742,2585345,October,18
4393742,2585457,October,18
4585378,448565,October,18
8746360,2585827,October,18
18751910,8746360,October,18
44583449,145175382,October,18
44583483,2585313,October,18
44583483,2585433,October,18
52488396,2585402,October,18
448565,2585791,October,17
448565,2585802,October,17
2585259,2585429,October,17
2585259,3470029,October,17
2585263,2585321,October,17
2585263,2585327,October,17
2585263,2585873,October,17
2585263,2585961,October,17
2585275,2585924,October,17
2585275,2681601,October,17
2585275,44583483,October,17
2585278,2585286,October,17
2585278,2585289,October,17
2585278,2585291,October,17
2585278,2585445,October,17
2585278,2585820,October,17
2585278,2586031,October,17
2585281,2585315,October,17
2585283,2585305,October,17
2585284,2585297,October,17
2585286,2585937,October,17
2585289,2585467,October,17
2585289,2585925,October,17
2585304,2585400,October,17
2585305,8746360,October,17
2585306,2585352,October,17
2585307,2585308,October,17
2585307,2585321,October,17
2585307,2585445,October,17
2585308,2585285,October,17
2585308,2585304,October,17
2585308,2585330,October,17
2585308,2681601,October,17
2585311,2585402,October,17
2585313,2585717,October,17
2585317,2585333,October,17
2585317,2585358,October,17
2585319,2585330,October,17
2585319,2585377,October,17
2585319,2585794,October,17
2585326,2585288,October,17
2585326,2585416,October,17
2585330,2585286,October,17
2585330,2585305,October,17
2585334,2585337,October,17
2585334,2585747,October,17
2585335,2585291,October,17
2585335,2585425,October,17
2585337,2585285,October,17
2585337,2585334,October,17
2585337,2585450,October,17
2585340,2585747,October,17
2585342,2585340,October,17
2585349,163208604,October,17
2585351,2585311,October,17
2585351,2585326,October,17
2585351,2585353,October,17
2585351,2585433,October,17
2585351,2585947,October,17
2585352,2585319,October,17
2585352,2585353,October,17
2585352,2585368,October,17
2585352,2585391,October,17
2585353,2585342,October,17
2585356,2585369,October,17
2585356,2585438,October,17
2585356,2585994,October,17
2585360,2585317,October,17
2585364,2585433,October,17
2585367,2585326,October,17
2585367,2585378,October,17
2585367,2585729,October,17
2585367,2585762,October,17
2585369,2585371,October,17
2585369,2585802,October,17
2585370,2585430,October,17
2585371,2585367,October,17
2585377,2585378,October,17
2585377,2585450,October,17
2585381,2585353,October,17
2585381,2585469,October,17
2585381,48372123,October,17
2585389,2585419,October,17
2585389,2585749,October,17
2585391,2585346,October,17
2585391,2585387,October,17
2585391,2585438,October,17
2585396,2585433,October,17
2585398,2585352,October,17
2585398,2585396,October,17
2585398,2585425,October,17
2585398,2585433,October,17
2585398,2585467,October,17
2585400,2585353,October,17
2585401,2585352,October,17
2585401,2585728,October,17
2585402,2585341,October,17
2585402,2585711,October,17
2585405,2585321,October,17
2585405,2585337,October,17
2585405,2585398,October,17
2585405,2585401,October,17
2585406,2585860,October,17
2585408,2585455,October,17
2585408,2585462,October,17
2585410,2585342,October,17
2585410,2586011,October,17
2585412,2585398,October,17
2585412,2585472,October,17
2585413,2585405,October,17
2585413,2585410,October,17
2585413,2585469,October,17
2585413,2586268,October,17
2585416,2585341,October,17
2585419,2585317,October,17
2585419,2585321,October,17
2585419,2585340,October,17
2585419,2585722,October,17
2585419,2585731,October,17
2585425,2585410,October,17
2585425,2585442,October,17
2585429,2585821,October,17
2585430,2585307,October,17
2585430,2585311,October,17
2585430,2585422,October,17
2585430,2585721,October,17
2585431,2585720,October,17
2585431,2586000,October,17
2585431,2586014,October,17
2585432,2585445,October,17
2585432,2585804,October,17
2585432,18751910,October,17
2585433,2585308,October,17
2585433,2585364,October,17
2585433,2585429,October,17
2585433,2585968,October,17
2585435,2585413,October,17
2585435,2585422,October,17
2585435,2585438,October,17
2585438,2585323,October,17
2585438,2585381,October,17
2585438,2585394,October,17
2585438,2585422,October,17
2585438,2585435,October,17
2585438,2585721,October,17
2585438,2585762,October,17
2585442,2585735,October,17
2585445,2585727,October,17
2585445,2585762,October,17
2585445,2585789,October,17
2585445,2585934,October,17
2585445,2586018,October,17
2585450,2585410,October,17
2585450,2585939,October,17
2585453,2585405,October,17
2585453,2585728,October,17
2585457,2585353,October,17
2585457,2585412,October,17
2585457,2585435,October,17
2585457,2585462,October,17
2585457,2585770,October,17
2585460,2585408,October,17
2585460,2585433,October,17
2585460,4585378,October,17
2585462,2585457,October,17
2585467,2585445,October,17
2585467,2585735,October,17
2585469,2585369,October,17
2585469,2585378,October,17
2585469,2585450,October,17
2585469,2585455,October,17
2585469,2585704,October,17
2585470,2585473,October,17
2585472,2585371,October,17
2585472,2585460,October,17
2585472,2585467,October,17
2585472,2585477,October,17
2585473,2585704,October,17
2585473,2585738,October,17
2585473,2585791,October,17
2585473,2585837,October,17
2585477,2585412,October,17
2585477,2585724,October,17
2585477,2585737,October,17
2585477,2586268,October,17
2585492,2585450,October,17
2585492,2585462,October,17
2585492,2585737,October,17
2585695,2586019,October,17
2585704,2585419,October,17
2585704,2585445,October,17
2585704,2585469,October,17
2585708,2585412,October,17
2585708,2585721,October,17
2585708,2585802,October,17
2585708,2585947,October,17
2585711,2585445,October,17
2585711,2585774,October,17
2585720,2585356,October,17
2585720,2585724,October,17
2585720,3318682,October,17
2585721,2585367,October,17
2585721,2585379,October,17
2585724,2585473,October,17
2585724,2585772,October,17
2585728,2585735,October,17
2585731,2585699,October,17
2585731,2585704,October,17
2585731,2585788,October,17
2585735,2585776,October,17
2585737,2585728,October,17
2585738,2585921,October,17
2585738,2586028,October,17
2585747,2585762,October,17
2585749,2585408,October,17
2585749,2585788,October,17
2585762,2585381,October,17
2585762,2585925,October,17
2585766,2585473,October,17
2585770,2585712,October,17
2585772,2585398,October,17
2585772,2585473,October,17
2585774,2585457,October,17
2585774,2585788,October,17
2585774,2585827,October,17
2585774,52488396,October,17
2585779,2585457,October,17
2585779,2585764,October,17
2585779,2585830,October,17
2585781,2585453,October,17
2585781,2585779,October,17
2585781,2585820,October,17
2585781,52488396,October,17
2585785,2585788,October,17
2585787,2585747,October,17
2585788,2585450,October,17
2585789,2585735,October,17
2585791,2585369,October,17
2585791,2585370,October,17
2585791,172293631,October,17
2585794,2585319,October,17
2585799,2585708,October,17
2585799,2585781,October,17
2585800,2585728,October,17
2585802,2585273,October,17
2585802,2585369,October,17
2585802,2585467,October,17
2585802,2585737,October,17
2585804,2585737,October,17
2585804,2585839,October,17
2585804,2586044,October,17
2585820,2585278,October,17
2585820,2585814,October,17
2585821,2585429,October,17
2585824,2585453,October,17
2585835,2585727,October,17
2585837,2585335,October,17
2585837,2585462,October,17
2585844,2585827,October,17
2585846,172295073,October,17
2585848,2585396,October,17
2585860,2585406,October,17
2585873,2585931,October,17
2585876,2585837,October,17
2585885,2585432,October,17
2585888,2585947,October,17
2585893,2585846,October,17
2585905,2585735,October,17
2585905,2585872,October,17
2585906,2585464,October,17
2585921,2585735,October,17
2585924,2585920,October,17
2585925,2585762,October,17
2585928,2585996,October,17
2585929,2585729,October,17
2585934,2585445,October,17
2585945,2585954,October,17
2585947,2585430,October,17
2585947,2585708,October,17
2585954,2585956,October,17
2585954,2585990,October,17
2585955,2585466,October,17
2585955,2585956,October,17
2585956,2585945,October,17
2585958,2585945,October,17
2585960,2585994,October,17
2585961,2585972,October,17
2585963,2585975,October,17
2585971,2586003,October,17
2585981,2585963,October,17
2585983,2585981,October,17
2585984,2585301,October,17
2585984,2585402,October,17
2585985,2585997,October,17
2585990,2585379,October,17
2585990,2585975,October,17
2585992,2585446,October,17
2585992,2585880,October,17
2585994,2585724,October,17
2585996,2585954,October,17
2585997,2586009,October,17
2586000,2585708,October,17
2586000,2585975,October,17
2586003,2585466,October,17
2586014,2586024,October,17
2586018,2585978,October,17
2586019,2586014,October,17
2586021,2586014,October,17
2586024,2585327,October,17
2586031,2585278,October,17
2586032,2585720,October,17
2586034,2586005,October,17
2586268,2585402,October,17
2586268,2585762,October,17
2681601,2585369,October,17
2681601,2585431,October,17
2681601,2585457,October,17
2681672,3318614,October,17
3110680,2586000,October,17
3318682,2585728,October,17
3318682,2585781,October,17
3470029,2585285,October,17
4393742,2585373,October,17
4393742,2585378,October,17
4393742,2585835,October,17
4585378,2585749,October,17
4585378,2585791,October,17
8746360,448565,October,17
8746360,2585305,October,17
18751910,2585848,October,17
44583483,2585919,October,17
48372123,52488396,October,17
52488396,2585410,October,17
52488396,2585712,October,17
52488396,2585735,October,17
172293631,2585885,October,17
172294162,8746360,October,17
448565,2585789,October,16
448565,2585799,October,16
2585267,2585284,October,16
2585273,44581598,October,16
2585275,2585265,October,16
2585278,2585284,October,16
2585280,2585296,October,16
2585281,2585275,October,16
2585283,2585259,October,16
2585284,2585267,October,16
2585284,2585271,October,16
2585286,2585273,October,16
2585286,2585281,October,16
2585286,2585974,October,16
2585291,2585271,October,16
2585291,2585401,October,16
2585304,2585931,October,16
2585304,2681672,October,16
2585305,2585330,October,16
2585305,2585860,October,16
2585306,2585278,October,16
2585307,2585330,October,16
2585311,2585342,October,16
2585311,2585929,October,16
2585315,2585259,October,16
2585317,2585370,October,16
2585319,2585305,October,16
2585321,2585419,October,16
2585321,2585450,October,16
2585321,2585885,October,16
2585323,2585367,October,16
2585323,2585405,October,16
2585326,2585419,October,16
2585327,2585747,October,16
2585327,2585827,October,16
2585327,18751910,October,16
2585333,2585352,October,16
2585334,2585712,October,16
2585335,2585402,October,16
2585335,2585438,October,16
2585337,2585352,October,16
2585337,2585378,October,16
2585338,2585385,October,16
2585340,2585377,October,16
2585340,2585429,October,16
2585340,8746360,October,16
2585341,2585429,October,16
2585341,2585747,October,16
2585344,2585466,October,16
2585352,2585369,October,16
2585353,2585334,October,16
2585354,2585779,October,16
2585354,2585802,October,16
2585356,2585311,October,16
2585358,2585317,October,16
2585364,2585333,October,16
2585364,2585346,October,16
2585367,2585351,October,16
2585367,2585356,October,16
2585369,2585402,October,16
2585369,2585467,October,16
2585369,2585791,October,16
2585371,2585416,October,16
2585371,2585431,October,16
2585373,2585699,October,16
2585377,2585367,October,16
2585377,2585400,October,16
2585377,2585430,October,16
2585377,2585442,October,16
2585377,2585981,October,16
2585378,2585402,October,16
2585378,2585466,October,16
2585378,2586037,October,16
2585379,2585721,October,16
2585381,2585422,October,16
2585381,2585731,October,16
2585391,2585377,October,16
2585391,2585380,October,16
2585391,2585412,October,16
2585396,2585371,October,16
2585396,2585378,October,16
2585396,2585848,October,16
2585398,2585335,October,16
2585398,2585405,October,16
2585398,48372123,October,16
2585400,2585317,October,16
2585400,2585367,October,16
2585401,2585367,October,16
2585401,2681601,October,16
2585402,2585369,October,16
2585402,2585379,October,16
2585402,2585389,October,16
2585402,2585764,October,16
2585402,2585802,October,16
2585406,2585391,October,16
2585406,2585419,October,16
2585406,2585430,October,16
2585408,2585335,October,16
2585408,2585364,October,16
2585410,2585413,October,16
2585413,2585406,October,16
2585413,2585419,October,16
2585416,2585402,October,16
2585416,2585472,October,16
2585416,2586026,October,16
2585416,2586045,October,16
2585419,2585389,October,16
2585419,2585712,October,16
2585422,2585379,October,16
2585422,2585492,October,16
2585422,2585712,October,16
2585425,2585337,October,16
2585425,2585727,October,16
2585425,2585850,October,16
2585429,2585259,October,16
2585430,2585326,October,16
2585430,2585337,October,16
2585430,2585378,October,16
2585430,52488396,October,16
2585431,2585738,October,16
2585432,2585291,October,16
2585432,172293631,October,16
2585433,2585467,October,16
2585435,2585317,October,16
2585435,2585419,October,16
2585438,2585396,October,16
2585438,2585445,October,16
2585438,2585457,October,16
2585438,2585469,October,16
2585438,2585724,October,16
2585438,2585731,October,16
2585438,2586268,October,16
2585445,2585442,October,16
2585445,2585470,October,16
2585445,2585704,October,16
2585446,2585911,October,16
2585446,2585992,October,16
2585450,2585442,October,16
2585450,2585764,October,16
2585450,2585788,October,16
2585450,2586037,October,16
2585452,2585942,October,16
2585453,2585330,October,16
2585453,2585787,October,16
2585455,2585781,October,16
2585457,2585371,October,16
2585457,2585401,October,16
2585457,2585430,October,16
2585457,2585438,October,16
2585457,2585724,October,16
2585460,2585308,October,16
2585460,2585735,October,16
2585462,2585492,October,16
2585462,2585735,October,16
2585462,2585802,October,16
2585466,2585342,October,16
2585466,2585442,October,16
2585467,2585289,October,16
2585467,2585405,October,16
2585467,2585460,October,16
2585467,2585762,October,16
2585469,2585367,October,16
2585469,2585405,October,16
2585469,2585406,October,16
2585469,2586018,October,16
2585470,2585438,October,16
2585472,2585412,October,16
2585472,2585422,October,16
2585477,2585391,October,16
2585477,2585413,October,16
2585477,2585984,October,16
2585492,2585406,October,16
2585695,2585378,October,16
2585704,2585695,October,16
2585712,2585728,October,16
2585716,2585413,October,16
2585716,2585749,October,16
2585716,2585984,October,16
2585720,2585378,October,16
2585720,2585712,October,16
2585720,4585378,October,16
2585721,2585398,October,16
2585721,2585714,October,16
2585721,2585794,October,16
2585721,2585837,October,16
2585722,2585419,October,16
2585722,2585425,October,16
2585722,2585453,October,16
2585722,2585477,October,16
2585722,2585788,October,16
2585722,2585802,October,16
2585724,2585457,October,16
2585724,2585764,October,16
2585724,2585788,October,16
2585727,2585445,October,16
2585727,2585802,October,16
2585728,2585401,October,16
2585728,2585838,October,16
2585731,2585450,October,16
2585735,2585442,October,16
2585735,2585789,October,16
2585737,2585835,October,16
2585738,2585453,October,16
2585738,2585704,October,16
2585742,2585315,October,16
2585747,2585340,October,16
2585747,2585341,October,16
2585747,2585771,October,16
2585747,2586268,October,16
2585748,2585263,October,16
2585748,2586045,October,16
2585749,2585435,October,16
2585749,2585457,October,16
2585762,2585747,October,16
2585762,2586001,October,16
2585764,2585714,October,16
2585766,2585371,October,16
2585766,2585450,October,16
2585770,2585389,October,16
2585770,2585398,October,16
2585770,2585728,October,16
2585771,2585728,October,16
2585774,8746360,October,16
2585776,2585402,October,16
2585776,2585712,October,16
2585779,2585470,October,16
2585781,2585714,October,16
2585782,2585774,October,16
2585785,2585327,October,16
2585785,2585779,October,16
2585787,448565,October,16
2585788,2585785,October,16
2585788,2585827,October,16
2585790,145175382,October,16
2585791,2585311,October,16
2585791,2585327,October,16
2585791,2585731,October,16
2585794,2585728,October,16
2585799,2585774,October,16
2585802,2585766,October,16
2585802,2585771,October,16
2585802,2585811,October,16
2585802,2585860,October,16
2585804,2585704,October,16
2585811,2585921,October,16
2585824,2585814,October,16
2585825,2586009,October,16
2585825,2586037,October,16
2585827,2585327,October,16
2585827,2585464,October,16
2585830,2585791,October,16
2585830,2585848,October,16
2585835,2585762,October,16
2585837,2585721,October,16
2585838,2585844,October,16
2585839,2585899,October,16
2585846,3318682,October,16
2585846,18751910,October,16
2585848,2585285,October,16
2585848,2585774,October,16
2585853,163208604,October,16
2585856,2585720,October,16
2585860,2585850,October,16
2585860,2585885,October,16
2585868,2585445,October,16
2585868,2585876,October,16
2585873,3470029,October,16
2585875,2585838,October,16
2585885,2585321,October,16
2585893,2585913,October,16
2585908,2585883,October,16
2585908,2585901,October,16
2585919,2585358,October,16
2585924,2585275,October,16
2585932,2585961,October,16
2585937,2585286,October,16
2585939,2585450,October,16
2585939,2585853,October,16
2585942,2585452,October,16
2585945,2585960,October,16
2585947,2585351,October,16
2585947,2585888,October,16
2585951,2586005,October,16
2585955,2586031,October,16
2585956,2585476,October,16
2585956,2585937,October,16
2585956,2585975,October,16
2585958,2585961,October,16
2585958,2586031,October,16
2585960,2586012,October,16
2585961,2585466,October,16
2585963,2585958,October,16
2585968,2585311,October,16
2585968,2585433,October,16
2585972,172294162,October,16
2585981,2585326,October,16
2585981,2585377,October,16
2585982,2585349,October,16
2585984,2585425,October,16
2585984,2585477,October,16
2585984,3318614,October,16
2585984,8746360,October,16
2585985,2585929,October,16
2585987,2585963,October,16
2585987,2586032,October,16
2585990,2585996,October,16
2585992,2585972,October,16
2585992,2586045,October,16
2585992,44583483,October,16
2585994,2585356,October,16
2585995,2585960,October,16
2585996,2585472,October,16
2585996,2585956,October,16
2585997,2585450,October,16
2586000,2585433,October,16
2586001,2585983,October,16
2586003,2586000,October,16
2586005,2585747,October,16
2586005,3110680,October,16
2586011,2585410,October,16
2586011,2585997,October,16
2586014,2585699,October,16
2586014,2586030,October,16
2586018,2585748,October,16
2586018,2585996,October,16
2586018,2586037,October,16
2586019,2586005,October,16
2586022,2585978,October,16
2586028,2586011,October,16
2586030,2586001,October,16
2586030,2586003,October,16
2586030,2586037,October,16
2586031,2585379,October,16
2586031,2585955,October,16
2586031,2585975,October,16
2586032,2586000,October,16
2586034,2586009,October,16
2586034,2586039,October,16
2586037,2585416,October,16
2586037,2585450,October,16
2586037,2586030,October,16
2586039,2585825,October,16
2586042,2585422,October,16
2586042,2585762,October,16
2586045,2585748,October,16
2586268,2585445,October,16
2681601,2585419,October,16
2681672,2585351,October,16
3110680,2586005,October,16
3110680,2586009,October,16
3318614,2585717,October,16
4215025,2585791,October,16
4393742,2585379,October,16
4393742,2585406,October,16
4393742,2585412,October,16
4393742,2585990,October,16
4393742,2586003,October,16
4393742,2586030,October,16
4393742,3110680,October,16
4585378,2585453,October,16
4585378,2585460,October,16
4585378,2585771,October,16
8746360,2585838,October,16
8746360,2585984,October,16
44583483,2585992,October,16
48372123,2585450,October,16
52488396,2585327,October,16
52488396,2585333,October,16
52488396,2585837,October,16
52488396,4585378,October,16
2585263,2585278,October,15
2585263,2585748,October,15
2585265,2585446,October,15
2585267,44581598,October,15
2585269,2585307,October,15
2585273,2681601,October,15
2585275,2585288,October,15
2585275,2585307,October,15
2585275,2585326,October,15
2585278,2585273,October,15
2585281,2585346,October,15
2585281,2585369,October,15
2585281,2585446,October,15
2585285,2585308,October,15
2585285,2585311,October,15
2585285,2585848,October,15
2585288,2585425,October,15
2585289,2585974,October,15
2585289,2585987,October,15
2585291,2585356,October,15
2585291,2585367,October,15
2585291,2585432,October,15
2585291,2585446,October,15
2585296,2585280,October,15
2585301,2585291,October,15
2585301,2585305,October,15
2585304,2585283,October,15
2585305,2585281,October,15
2585306,2585297,October,15
2585307,2585269,October,15
2585308,2585367,October,15
2585311,2585351,October,15
2585315,2585742,October,15
2585317,2585364,October,15
2585317,2585460,October,15
2585317,2585919,October,15
2585319,2585297,October,15
2585321,2585307,October,15
2585326,2585335,October,15
2585326,2585340,October,15
2585326,2585356,October,15
2585326,2585430,October,15
2585327,2585379,October,15
2585333,2585323,October,15
2585333,2585402,October,15
2585333,52488396,October,15
2585334,2585308,October,15
2585334,2585364,October,15
2585334,2585405,October,15
2585335,2585435,October,15
2585335,2585837,October,15
2585337,2585351,October,15
2585337,2585747,October,15
2585340,2585825,October,15
2585341,2585285,October,15
2585342,2585289,October,15
2585342,2585425,October,15
2585342,2585431,October,15
2585345,2585717,October,15
2585345,2585820,October,15
2585349,2585982,October,15
2585351,2585333,October,15
2585351,2585405,October,15
2585352,2585306,October,15
2585352,2585364,October,15
2585354,2586001,October,15
2585354,52488396,October,15
2585360,2585368,October,15
2585360,2585984,October,15
2585364,2585405,October,15
2585367,2585291,October,15
2585367,2585387,October,15
2585367,2585400,October,15
2585367,2585453,October,15
2585367,2585722,October,15
2585368,2585433,October,15
2585368,2585722,October,15
2585369,2585334,October,15
2585369,2585406,October,15
2585369,2585435,October,15
2585370,2585466,October,15
2585377,2585369,October,15
2585377,4393742,October,15
2585378,2585405,October,15
2585378,2585469,October,15
2585378,2585492,October,15
2585379,2585408,October,15
2585380,2585358,October,15
2585381,2585351,October,15
2585381,2585369,October,15
2585381,2585396,October,15
2585389,2585394,October,15
2585391,2585402,October,15
2585391,2681601,October,15
2585398,2585469,October,15
2585398,2585721,October,15
2585398,2585791,October,15
2585398,3318614,October,15
2585398,3318682,October,15
2585400,2585396,October,15
2585400,52488396,October,15
2585401,2585330,October,15
2585402,2585323,October,15
2585402,2585356,October,15
2585402,2585391,October,15
2585405,2585307,October,15
2585405,2585364,October,15
2585405,2585469,October,15
2585406,2585306,October,15
2585406,2585333,October,15
2585406,2585457,October,15
2585406,2585467,October,15
2585408,44583483,October,15
2585410,2585335,October,15
2585410,2585337,October,15
2585410,52488396,October,15
2585412,2585416,October,15
2585412,2585467,October,15
2585413,2585369,October,15
2585413,2585401,October,15
2585413,2585472,October,15
2585413,2585477,October,15
2585416,2585438,October,15
2585419,2585410,October,15
2585420,2585422,October,15
2585420,2585722,October,15
2585422,2585450,October,15
2585425,2586001,October,15
2585429,2585410,October,15
2585429,2585450,October,15
2585430,2585281,October,15
2585430,2585442,October,15
2585430,2585787,October,15
2585430,2585846,October,15
2585430,2586022,October,15
2585430,2586268,October,15
2585432,2585774,October,15
2585432,2585837,October,15
2585432,2585885,October,15
2585433,2585387,October,15
2585433,2585391,October,15
2585433,2585492,October,15
2585435,2585401,October,15
2585435,2585457,October,15
2585438,2585306,October,15
2585438,2585727,October,15
2585438,2585776,October,15
2585445,2585356,October,15
2585445,2585371,October,15
2585445,2585412,October,15
2585445,2585429,October,15
2585445,2585438,October,15
2585446,2585265,October,15
2585450,2585369,October,15
2585450,48372123,October,15
2585453,2585389,October,15
2585453,2585433,October,15
2585453,2585776,October,15
2585457,2585405,October,15
2585457,2585473,October,15
2585457,2585771,October,15
2585457,2585779,October,15
2585460,2585724,October,15
2585460,2585747,October,15
2585462,2585473,October,15
2585462,2585776,October,15
2585464,2585906,October,15
2585466,2585333,October,15
2585466,2585762,October,15
2585466,2585945,October,15
2585466,2586032,October,15
2585467,2585425,October,15
2585467,2585782,October,15
2585467,2585789,October,15
2585469,2585408,October,15
2585469,2585981,October,15
2585469,18751910,October,15
2585472,2585340,October,15
2585472,2585413,October,15
2585472,2585749,October,15
2585473,2585445,October,15
2585477,2585708,October,15
2585695,2585371,October,15
2585695,2585405,October,15
2585699,2585695,October,15
2585699,2585704,October,15
2585699,2586014,October,15
2585704,2585811,October,15
2585704,2586014,October,15
2585708,2585408,October,15
2585708,2585431,October,15
2585708,2585477,October,15
2585708,2585799,October,15
2585712,2585422,October,15
2585712,2585469,October,15
2585712,2585764,October,15
2585714,2585473,October,15
2585714,4585378,October,15
2585717,2585345,October,15
2585717,2585346,October,15
2585717,2585742,October,15
2585720,2585431,October,15
2585720,2585802,October,15
2585720,2585856,October,15
2585724,2585378,October,15
2585724,2585425,October,15
2585724,2585469,October,15
2585724,2585785,October,15
2585724,2585994,October,15
2585727,2585699,October,15
2585727,2585724,October,15
2585728,2585402,October,15
2585728,2585425,October,15
2585731,2585766,October,15
2585735,2585724,October,15
2585737,2585804,October,15
2585747,2585738,October,15
2585747,2585837,October,15
2585748,2585804,October,15
2585749,2585724,October,15
2585749,3318682,October,15
2585762,2585326,October,15
2585764,2585735,October,15
2585764,2585782,October,15
2585766,2585737,October,15
2585766,2585762,October,15
2585771,2585453,October,15
2585771,2585821,October,15
2585772,2585714,October,15
2585772,2585774,October,15
2585774,2585477,October,15
2585774,2585799,October,15
2585776,2585827,October,15
2585779,2585354,October,15
2585779,2585727,October,15
2585779,2585827,October,15
2585785,448565,October,15
2585788,2585724,October,15
2585788,2585731,October,15
2585788,2585764,October,15
2585788,4585378,October,15
2585789,2585708,October,15
2585789,2585837,October,15
2585789,2586030,October,15
2585791,2585400,October,15
2585791,2585455,October,15
2585791,2585799,October,15
2585791,2586268,October,15
2585794,448565,October,15
2585794,2585724,October,15
2585794,2585779,October,15
2585802,2585460,October,15
2585802,2586037,October,15
2585802,48372123,October,15
2585804,2586045,October,15
2585821,2585368,October,15
2585821,48372123,October,15
2585824,52488396,October,15
2585825,2585340,October,15
2585825,2586011,October,15
2585827,2585432,October,15
2585827,2585774,October,15
2585827,2585779,October,15
2585827,2585848,October,15
2585835,2585716,October,15
2585835,2585737,October,15
2585835,2585827,October,15
2585837,2585473,October,15
2585837,2585776,October,15
2585838,2585883,October,15
2585838,4393742,October,15
2585844,2585838,October,15
2585846,2585888,October,15
2585848,2585827,October,15
2585850,2585830,October,15
2585856,2585420,October,15
2585860,2585305,October,15
2585860,2585848,October,15
2585860,2585897,October,15
2585868,8746360,October,15
2585873,2585286,October,15
2585873,2585405,October,15
2585875,2585860,October,15
2585875,2585902,October,15
2585875,8746360,October,15
2585876,2585906,October,15
2585883,2585850,October,15
2585883,172294162,October,15
2585885,2585799,October,15
2585885,2585850,October,15
2585885,2585856,October,15
2585901,2585430,October,15
2585901,2585908,October,15
2585905,2585848,October,15
2585908,2585899,October,15
2585911,2585446,October,15
2585921,2585811,October,15
2585928,2585953,October,15
2585931,2585346,October,15
2585931,2585380,October,15
2585936,2585928,October,15
2585937,2585942,October,15
2585938,2585954,October,15
2585938,2585985,October,15
2585942,2585971,October,15
2585945,2585442,October,15
2585951,2585779,October,15
2585954,2585960,October,15
2585956,2585981,October,15
2585956,2586000,October,15
2585958,2585987,October,15
2585960,2585947,October,15
2585961,2585932,October,15
2585963,2585311,October,15
2585963,2585704,October,15
2585963,2585997,October,15
2585971,2585942,October,15
2585971,2585983,October,15
2585972,2585992,October,15
2585974,2585265,October,15
2585983,2586001,October,15
2585984,2585306,October,15
2585984,2585389,October,15
2585984,2585716,October,15
2585985,2585938,October,15
2585985,2585996,October,15
2585987,2585289,October,15
2585987,2586003,October,15
2585990,2586031,October,15
2585994,2585450,October,15
2585996,2585947,October,15
2585997,2585963,October,15
2586000,2585939,October,15
2586000,2585960,October,15
2586001,2585699,October,15
2586009,2586018,October,15
2586012,2585422,October,15
2586014,2585748,October,15
2586018,2585344,October,15
2586018,2585445,October,15
2586019,2585466,October,15
2586022,2585445,October,15
2586022,2585748,October,15
2586022,2585997,October,15
2586024,2585721,October,15
2586026,2585416,October,15
2586026,2586005,October,15
2586032,2585476,October,15
2586032,2585987,October,15
2586037,2585278,October,15
2586045,2585416,October,15
2586268,2585284,October,15
2586268,2585323,October,15
2586268,2585369,October,15
2681601,2585289,October,15
2681601,2585435,October,15
2681601,2585450,October,15
2681601,2585824,October,15
2681601,3470029,October,15
3110680,2586018,October,15
3318682,2585764,October,15
3318682,2585883,October,15
3470029,2585281,October,15
4393742,2585985,October,15
4585378,2585827,October,15
8746360,2585876,October,15
8746360,4585378,October,15
18751910,2585327,October,15
18751910,2585469,October,15
44581598,2585742,October,15
44583449,2585790,October,15
44583483,2585408,October,15
44583483,2585974,October,15
48372123,2585398,October,15
52488396,2585311,October,15
52488396,2585396,October,15
52488396,2585770,October,15
52488396,2585774,October,15
52488396,8746360,October,15
